"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"3234438","06702",21,0,2,"02",33610
"3234442","06705",24,0,2,"02",105000
"3234489","06701",23,0,5,"02",72300
"3234546","06703",21,0,1,"08",3000
"3234773","06705",15,0,4,"05",11850
"3235011","06705",24,0,1,"04",0
"3235068","06701",29,0,1,"09",1880
"3235239","06701",16,0,1,"07",32300
"3235395","06702",19,0,1,"09",8500
"3235611","06704",14,0,3,"02",1e+05
"3235667","06703",21,0,2,"09",42600
"3235748","06704",24,0,3,"07",23800
"3235930","06703",37,0,1,"02",12400
"3235936","06701",0,2,1,"  ",0
"3236029","06702",45,0,2,"08",41000
"3236223","06704",24,0,2,"05",28400
"3236284","06705",23,0,1,"01",12500
"3236850","06705",10,0,2,"01",32400
"3236889","06705",15,0,2,"09",38200
"3237096","06705",24,0,2,"02",70000
"3237544","06702",16,0,2,"02",136620
"3237801","06704",21,0,2,"09",37100
"3237908","06704",21,0,4,"02",119100
"3237981","06702",16,0,2,"02",16000
"3238186","06702",17,0,9,"02",91860
"3238278","06701",21,0,1,"02",32404
"3238331","06703",0,2,1,"  ",0
"3238571","06705",16,0,4,"03",30000
"3238923","06705",26,0,1,"02",97700
"3239172","06704",21,0,2,"09",44600
"3239228","06704",24,0,2,"08",25500
"3239629","06701",26,0,1,"07",11200
"3239851","06702",26,0,3,"02",93900
"3239882","06704",21,0,5,"02",50020
"3239958","06701",19,0,2,"02",188100
"3240065","06704",18,0,1,"02",152800
"3240140","06705",23,0,1,"01",22000
"3240364","06704",24,0,1,"02",103000
"3240449","06702",24,0,2,"01",9900
"3240547","06704",18,0,4,"02",51930
"3240704","06701",18,0,1,"05",34000
"3240758","06701",29,0,6,"02",25000
"3240793","06703",23,0,4,"03",7800
"3240803","06702",11,0,0,"09",0
"3240821","06704",0,2,1,"  ",0
"3240838","06704",16,0,2,"03",95800
"3241138","06701",16,0,1,"09",19100
"3241152","06704",16,0,3,"02",78700
"3241258","06705",13,0,2,"02",80300
"3241500","06705",19,0,6,"01",73800
"3241746","06703",23,0,5,"02",60500
"3241898","06703",31,0,4,"02",70610
"3241925","06705",24,0,4,"02",405000
"3241976","06704",21,0,2,"02",81650
"3242019","06703",16,0,2,"02",111790
"3242254","06701",23,0,1,"01",24300
"3242721","06704",21,0,2,"05",103000
"3243503","06705",21,0,1,"05",40300
"3243582","06705",29,0,4,"02",171800
"3243847","06705",23,0,2,"02",63400
"3243943","06704",21,0,1,"05",27500
"3244012","06701",0,2,1,"  ",0
"3244135","06703",19,0,2,"01",52200
"3244213","06701",27,0,2,"08",89000
"3244364","06703",21,0,1,"07",40000
"3244455","06704",21,0,1,"02",65000
"3244502","06704",21,0,4,"02",53400
"3244545","06701",0,2,1,"  ",0
"3244549","06704",26,0,4,"03",12470
"3244693","06704",18,0,1,"05",35300
"3244870","06705",21,0,2,"02",71100
"3245009","06704",21,0,3,"02",81800
"3245023","06704",24,0,1,"06",1500
"3245057","06704",29,0,2,"02",123320
"3245118","06704",29,0,2,"04",96000
"3245241","06702",15,0,5,"09",62000
"3245298","06705",29,0,3,"02",12320
"3245491","06705",21,0,2,"02",103180
"3245870","06704",14,0,4,"02",196000
"3245934","06704",12,0,0,"09",0
"3245954","06704",18,0,3,"02",108540
"3246050","06705",18,0,6,"05",44100
"3246400","06704",34,0,5,"03",106000
"3246607","06705",24,0,3,"02",18500
"3246647","06705",21,0,3,"02",48700
"3246737","06704",24,0,1,"02",25000
"3247153","06705",19,0,4,"02",15400
"3247161","06704",26,0,4,"02",90210
"3247535","06703",21,0,3,"05",15300
"3247537","06705",10,0,4,"09",19600
"3247730","06702",36,0,1,"06",31220
"3248011","06704",24,0,1,"06",42390
"3248148","06704",15,0,2,"07",55390
"3248280","06702",24,0,2,"02",54000
"3248455","06703",13,0,5,"03",79800
"3248535","06701",18,0,1,"04",8300
"3248655","06704",13,0,2,"05",53000
"3248690","06702",16,0,6,"02",8300
"3248871","06701",31,0,3,"02",29000
"3249235","06705",24,0,3,"02",78400
"3249391","06701",13,0,1,"02",40000
"3249451","06705",13,0,5,"05",25000
"3249465","06701",0,2,1,"  ",0
"3249532","06705",16,0,2,"05",31214
"3249954","06703",21,0,5,"08",47800
"3250027","06704",21,0,2,"02",55640
"3250241","06702",16,0,5,"02",22000
"3250301","06701",23,0,1,"09",19200
"3250692","06704",23,0,2,"09",53000
"3250736","06705",21,0,1,"03",35400
"3250866","06703",26,0,1,"02",32000
"3250898","06705",18,0,4,"02",77000
"3250921","06702",21,0,2,"08",8100
"3251176","06701",21,0,2,"02",9800
"3251905","06705",22,0,1,"01",13100
"3252057","06704",18,0,3,"02",269200
"3252123","06705",21,0,2,"02",20000
"3252163","06702",13,0,2,"02",53840
"3252715","06702",26,0,2,"08",38000
"3252732","06705",19,0,5,"07",31800
"3253152","06702",13,0,2,"07",22230
"3253513","06705",11,0,1,"02",15000
"3253702","06701",24,0,2,"02",112500
"3253882","06701",0,2,1,"  ",0
"3254310","06702",21,0,3,"02",13000
"3254364","06702",19,0,2,"01",42000
"3254915","06704",19,0,4,"02",107000
"3255528","06704",21,0,2,"02",78900
"3255726","06702",21,0,4,"02",480000
"3255991","06705",11,0,4,"02",70000
"3256034","06704",24,0,2,"09",61000
"3256384","06701",19,0,1,"02",60000
"3256393","06704",16,0,1,"03",24880
"3256655","06701",19,0,2,"06",26700
"3256888","06703",16,0,2,"02",73600
"3256975","06705",15,0,2,"09",14000
"3256996","06703",21,0,6,"02",22900
"3257117","06701",16,0,2,"02",12000
"3257155","06703",13,0,3,"03",76150
"3257249","06702",18,0,5,"03",35200
"3257305","06702",16,0,5,"02",25000
"3257357","06705",24,0,2,"02",30800
"3257363","06704",19,0,3,"02",79700
"3257377","06701",0,2,1,"  ",0
"3257382","06704",18,0,0,"03",0
"3257482","06704",13,0,2,"03",90000
"3257826","06702",13,0,5,"02",39100
"3258092","06703",24,0,4,"07",8300
"3258456","06705",18,0,2,"02",70000
"3258551","06703",23,0,2,"02",95000
"3259126","06705",0,2,1,"  ",0
"3259194","06705",0,2,1,"  ",0
"3259205","06703",16,0,2,"02",142800
"3259276","06703",10,0,2,"09",16000
"3259451","06703",23,0,1,"09",4500
"3259925","06704",24,0,2,"09",22300
"3259966","06703",18,0,4,"01",23300
"3260302","06701",16,0,1,"05",17000
"3260387","06705",24,0,1,"08",199000
"3260410","06703",11,0,0,"01",0
"3260696","06702",16,0,5,"02",102600
"3260865","06705",0,1,1,"  ",0
"3260906","06704",21,0,2,"02",15800
"3260963","06703",14,0,0,"02",0
"3260983","06701",18,0,2,"03",30100
"3261037","06702",16,0,1,"01",17800
"3261590","06704",18,0,1,"02",8640
"3262196","06704",21,0,5,"02",26200
"3262227","06704",21,0,2,"03",30700
"3262619","06704",16,0,3,"02",85980
"3262671","06704",26,0,6,"02",90600
"3262951","06705",22,0,1,"02",25200
"3263183","06704",16,0,2,"02",71350
"3263320","06703",11,0,2,"02",24000
"3263416","06701",21,0,4,"02",32600
"3263547","06702",13,0,5,"02",60400
"3263554","06704",23,0,1,"03",123000
"3263683","06704",17,0,0,"09",0
"3263824","06704",21,0,1,"07",48830
"3263928","06705",24,0,1,"01",14400
"3264213","06703",0,1,1,"  ",0
"3264482","06703",16,0,2,"02",94000
"3264596","06705",18,0,4,"02",119300
"3264815","06705",21,0,1,"02",24000
"3265321","06704",23,0,1,"03",88300
"3265957","06704",19,0,2,"09",20880
"3266068","06701",24,0,2,"06",27000
"3266172","06704",24,0,3,"09",72000
"3266430","06703",18,0,2,"05",44200
"3266438","06703",15,0,4,"02",151100
"3266497","06702",27,0,2,"01",34800
"3266637","06705",16,0,1,"05",8000
"3266784","06704",0,2,1,"  ",0
"3267398","06704",16,0,4,"02",88000
"3267562","06703",31,0,5,"02",42200
"3267733","06703",21,0,1,"02",8110
"3267787","06701",18,0,2,"09",55000
"3267844","06705",21,0,2,"08",0
"3268335","06701",19,0,6,"07",25400
"3268447","06705",34,0,0,"02",0
"3269058","06705",24,0,4,"02",52000
"3269215","06705",0,2,1,"  ",0
"3269595","06704",32,0,4,"02",32200
"3270195","06702",27,0,2,"03",16700
"3270245","06704",13,0,2,"02",225200
"3270294","06702",31,0,4,"09",35000
"3270467","06704",23,0,1,"02",43000
"3270542","06702",21,0,3,"03",15600
"3270610","06701",26,0,3,"03",24400
"3270803","06705",19,0,2,"02",50300
"3271761","06703",16,0,2,"02",38980
"3272577","06705",0,2,1,"  ",0
"3272769","06704",18,0,2,"06",75000
"3272920","06705",0,2,1,"  ",0
"3273221","06701",24,0,1,"07",16160
"3273481","06701",0,2,1,"  ",0
"3273954","06701",0,2,1,"  ",0
"3274312","06703",29,0,4,"03",43200
"3274955","06703",21,0,5,"02",82000
"3274999","06701",22,0,1,"09",8500
"3275154","06704",21,0,2,"02",63900
"3275233","06705",26,0,1,"02",12300
"3275293","06703",24,0,4,"07",50350
"3275459","06705",21,0,3,"02",62900
"3275627","06705",18,0,2,"02",184400
"3275807","06703",42,0,2,"02",106200
"3275947","06705",27,0,1,"02",146000
"3276013","06701",16,0,1,"02",11200
"3276120","06704",24,0,2,"02",103500
"3276202","06702",15,0,2,"02",32400
"3276318","06705",20,0,0,"07",0
"3276652","06701",21,0,2,"08",34000
"3277032","06705",21,0,7,"02",48000
"3277327","06705",15,0,7,"07",103900
"3277499","06704",21,0,1,"03",1e+05
"3277711","06703",47,0,2,"09",6800
"3277931","06705",24,0,2,"01",13540
"3278089","06702",0,1,1,"  ",0
"3278181","06702",13,0,1,"09",13000
"3278296","06705",35,0,4,"02",72400
"3278329","06705",21,0,4,"02",52000
"3278493","06705",18,0,5,"02",60000
"3278577","06704",26,0,2,"05",150000
"3278636","06705",29,0,1,"01",9410
"3278669","06705",16,0,1,"07",2000
"3278962","06701",0,2,1,"  ",0
"3278992","06704",27,0,2,"06",24600
"3279265","06704",24,0,1,"03",106220
"3279400","06705",26,0,2,"02",71210
"3279504","06705",18,0,4,"02",72620
"3279568","06704",18,0,3,"02",410400
"3279691","06702",21,0,3,"09",23100
"3280045","06702",21,0,3,"03",56000
"3280074","06704",26,0,4,"02",355000
"3280084","06703",19,0,4,"03",55000
"3280139","06701",16,0,2,"02",70600
"3280346","06705",8,0,3,"01",23200
"3280348","06702",21,0,6,"03",15600
"3280973","06702",29,0,3,"02",20000
"3281099","06705",15,0,3,"02",65490
"3281397","06704",13,0,2,"08",49400
"3281811","06701",27,0,2,"03",49300
"3281929","06702",18,0,3,"05",113500
"3282457","06705",22,0,2,"02",8200
"3282737","06703",21,0,2,"01",18600
"3282796","06701",22,0,2,"09",15760
"3282894","06703",26,0,1,"02",0
"3283243","06703",27,0,2,"02",17800
"3283332","06703",21,0,3,"02",30000
"3283456","06704",19,0,4,"02",65000
"3283485","06703",21,0,2,"09",30900
"3283690","06701",0,2,1,"  ",0
"3283698","06702",19,0,1,"02",45000
"3283764","06701",24,0,4,"02",9800
"3283807","06703",19,0,4,"03",82800
"3284208","06705",21,0,2,"03",26500
"3284340","06705",11,0,2,"02",61750
"3284456","06705",29,0,1,"03",22900
"3284665","06703",21,0,1,"05",47800
"3284712","06704",0,2,1,"  ",0
"3284764","06703",21,0,1,"09",5000
"3284939","06705",5,0,1,"02",10700
"3285001","06701",20,0,0,"09",0
"3285044","06704",26,0,2,"03",110000
"3285318","06704",17,0,0,"09",0
"3285831","06702",24,0,1,"02",13500
"3286015","06705",29,0,5,"02",55500
"3286209","06702",19,0,2,"02",36200
"3286309","06705",0,1,1,"  ",0
"3286478","06705",24,0,1,"09",47300
"3286736","06702",19,0,2,"02",54800
"3286741","06703",27,0,1,"01",25500
"3287161","06705",29,0,2,"02",56000
"3287243","06703",18,0,1,"09",3460
"3287454","06702",13,0,1,"01",18000
"3287681","06703",16,0,1,"02",47000
"3287742","06702",0,1,1,"  ",0
"3288197","06701",21,0,4,"02",53800
"3288234","06703",18,0,3,"02",88000
"3288477","06704",0,2,1,"  ",0
"3288750","06705",18,0,3,"07",44000
"3288791","06702",40,0,5,"02",35050
"3289242","06704",21,0,1,"03",75650
"3289588","06703",21,0,3,"02",155000
"3289646","06701",0,2,1,"  ",0
"3289847","06705",21,0,4,"02",90000
"3289903","06704",23,0,2,"05",190000
"3289949","06702",13,0,2,"03",9000
"3290000","06703",21,0,1,"10",68300
"3290028","06701",14,0,3,"07",58400
"3290097","06702",18,0,4,"02",60030
"3290274","06704",18,0,4,"06",71350
"3290657","06704",16,0,4,"09",76000
"3290787","06705",29,0,4,"07",12000
"3290825","06703",24,0,2,"02",84900
"3290950","06705",19,0,1,"03",75800
"3290989","06702",24,0,2,"02",86600
"3291127","06701",0,2,1,"  ",0
"3291229","06703",27,0,2,"02",25100
"3291242","06705",21,0,4,"02",82000
"3291308","06703",18,0,2,"07",46200
"3291352","06705",21,0,2,"01",21300
"3291604","06702",22,0,2,"06",20000
"3291691","06703",21,0,1,"03",30000
"3291889","06705",0,2,1,"  ",0
"3291929","06702",21,0,2,"02",51640
"3291935","06705",21,0,3,"08",34700
"3292126","06702",16,0,3,"02",67850
"3292570","06701",13,0,1,"06",23600
"3292645","06704",22,0,2,"03",79800
"3292712","06701",21,0,2,"07",58300
"3292741","06701",0,2,1,"  ",0
"3292997","06702",18,0,2,"03",38200
"3293140","06703",21,0,1,"06",46000
"3293539","06704",18,0,1,"02",22000
"3293815","06705",29,0,2,"02",18900
"3293965","06701",29,0,2,"06",45900
"3294122","06705",21,0,3,"02",120000
"3294324","06702",10,0,7,"02",129100
"3294461","06704",29,0,3,"02",376500
"3294623","06701",16,0,5,"06",22000
"3294667","06704",15,0,2,"02",155200
"3294989","06703",15,0,2,"06",31000
"3295247","06704",14,0,2,"02",191000
"3295424","06703",24,0,3,"02",65500
"3295725","06701",13,0,3,"02",34000
"3295741","06704",16,0,4,"02",61200
"3296167","06701",21,0,1,"08",40000
"3296292","06704",21,0,2,"06",30800
"3296494","06704",0,2,1,"  ",0
"3296575","06703",27,0,2,"06",5900
"3296655","06701",0,2,1,"  ",0
"3296820","06704",19,0,3,"05",105900
"3296888","06702",18,0,2,"01",58000
"3297579","06703",13,0,3,"02",56000
"3298452","06705",21,0,2,"02",40500
"3298611","06704",23,0,1,"09",177700
"3298923","06705",24,0,4,"03",28200
"3299043","06702",8,0,5,"02",53700
"3299144","06702",22,0,2,"02",26400
"3299276","06701",19,0,5,"07",42400
"3299399","06703",15,0,4,"02",116800
"3299402","06704",24,0,2,"06",70500
"3299563","06702",10,0,4,"02",9000
"3299843","06701",26,0,3,"02",33000
"3299848","06703",18,0,6,"02",53000
"3300176","06703",10,0,4,"02",523000
"3300364","06703",19,0,3,"02",46000
"3300654","06704",0,2,1,"  ",0
"3300667","06705",8,0,2,"02",27000
"3300877","06704",26,0,1,"02",129100
"3301167","06702",21,0,1,"02",10600
"3301215","06701",21,0,1,"02",462000
"3301425","06704",21,0,1,"09",38000
"3301477","06704",15,0,2,"02",29300
"3301821","06704",18,0,2,"09",60000
"3302112","06704",21,0,3,"02",76000
"3302362","06705",9,0,0,"07",0
"3302555","06705",16,0,3,"02",25200
"3302853","06705",10,0,4,"02",97000
"3303148","06702",24,0,2,"01",30200
"3303230","06702",13,0,2,"02",168000
"3303274","06702",16,0,4,"02",84600
"3303323","06703",16,0,1,"02",53000
"3303363","06704",26,0,1,"07",60000
"3303466","06705",24,0,5,"02",45600
"3303839","06703",21,0,3,"09",63400
"3303929","06702",18,0,2,"02",80240
"3303945","06705",23,0,2,"02",70000
"3304071","06701",23,0,1,"02",55000
"3304136","06702",37,0,4,"02",83000
"3304183","06704",23,0,2,"02",116000
"3304201","06703",29,0,3,"05",58100
"3304269","06704",29,0,2,"08",11100
"3304284","06704",16,0,3,"02",189110
"3304324","06705",37,0,1,"02",6900
"3304356","06701",26,0,10,"02",13400
"3304461","06703",24,0,4,"02",62600
"3304493","06703",16,0,2,"02",66480
"3304972","06704",11,0,4,"02",25000
"3305430","06703",8,0,7,"02",125200
"3305551","06702",21,0,4,"02",94100
"3305664","06701",16,0,5,"06",10600
"3305734","06705",13,0,9,"03",73500
"3306036","06705",29,0,6,"07",8340
"3306267","06704",15,0,1,"02",28000
"3306602","06704",0,1,1,"  ",0
"3306733","06705",21,0,3,"06",42000
"3306937","06704",16,0,2,"02",50000
"3307543","06704",24,0,1,"03",40800
"3307577","06703",13,0,3,"02",31800
"3307771","06705",21,0,1,"06",17700
"3308056","06704",19,0,3,"02",80160
"3308541","06702",18,0,1,"07",13100
"3308675","06704",19,0,2,"03",136900
"3308744","06702",21,0,1,"04",10100
"3308949","06702",19,0,1,"02",15100
"3309038","06705",26,0,5,"02",147700
"3309042","06703",15,0,0,"02",0
"3309079","06702",23,0,6,"02",30680
"3309275","06702",16,0,1,"02",46000
"3309377","06705",13,0,4,"02",70340
"3309469","06704",24,0,1,"09",30500
"3309509","06703",16,0,2,"02",185600
"3309688","06702",27,0,2,"02",64000
"3309790","06702",19,0,4,"02",91000
"3309855","06701",19,0,5,"06",33500
"3309856","06705",24,0,1,"02",12100
"3310030","06705",0,2,1,"  ",0
"3310281","06701",0,2,1,"  ",0
"3310308","06705",16,0,1,"02",111000
"3310329","06705",11,0,1,"02",15900
"3310401","06701",24,0,4,"02",32000
"3310593","06703",15,0,4,"02",125000
"3311180","06702",19,0,5,"02",68560
"3311236","06705",24,0,2,"01",33700
"3311247","06705",21,0,5,"09",25200
"3311841","06703",21,0,4,"02",133820
"3311892","06701",21,0,1,"09",50000
"3311925","06705",0,2,1,"  ",0
"3312073","06704",31,0,5,"02",14300
"3312215","06704",24,0,1,"02",10800
"3313576","06701",21,0,1,"04",20000
"3313780","06701",18,0,1,"06",26400
"3313784","06701",13,0,3,"02",165000
"3314042","06703",24,0,7,"02",105200
"3314315","06705",21,0,2,"02",31600
"3314349","06705",19,0,5,"02",1e+05
"3314761","06704",21,0,2,"03",41600
"3314771","06705",16,0,5,"07",72000
"3314823","06705",0,2,1,"  ",0
"3314870","06704",22,0,3,"05",36700
"3314968","06704",16,0,1,"02",89000
"3314978","06702",16,0,2,"02",42100
"3314983","06704",23,0,1,"08",0
"3314987","06704",16,0,1,"02",10300
"3314994","06701",0,2,1,"  ",0
"3315291","06703",23,0,2,"02",138000
"3315395","06703",27,0,4,"02",66100
"3315555","06702",11,0,3,"02",144000
"3315645","06703",18,0,7,"03",53400
"3315750","06703",29,0,1,"02",30000
"3315751","06705",13,0,4,"02",107580
"3315987","06701",26,0,1,"09",8400
"3316136","06705",31,0,6,"02",176500
"3316311","06705",33,0,4,"02",43700
"3316401","06701",17,0,0,"07",0
"3316802","06704",21,0,3,"05",107500
"3317193","06701",18,0,4,"02",75204
"3317210","06705",18,0,0,"09",0
"3317877","06702",18,0,2,"02",68700
"3318098","06704",21,0,1,"02",63000
"3318463","06705",0,1,1,"  ",0
"3318485","06702",26,0,5,"09",60000
"3318500","06703",19,0,2,"02",57500
"3318534","06705",16,0,1,"04",7600
"3318545","06704",24,0,1,"03",14500
"3318677","06702",16,0,4,"02",35000
"3318689","06705",0,1,1,"  ",0
"3319003","06701",11,0,2,"09",26100
"3319148","06703",18,0,2,"08",26000
"3319249","06705",21,0,2,"02",39000
"3319479","06705",26,0,0,"01",0
"3319840","06701",34,0,3,"02",35700
"3319884","06701",19,0,4,"02",26900
"3320030","06702",18,0,11,"02",107200
"3320319","06705",26,0,4,"02",71850
"3320392","06705",32,0,2,"05",29000
"3320581","06701",21,0,3,"06",43000
"3320674","06705",8,0,3,"01",102500
"3320747","06704",34,0,1,"09",40400
"3320839","06704",23,0,2,"03",28200
"3320914","06703",14,0,1,"02",64050
"3321072","06701",0,2,1,"  ",0
"3321075","06701",22,0,7,"02",26340
"3321101","06701",21,0,4,"02",47080
"3321488","06701",18,0,1,"07",25000
"3321717","06705",21,0,1,"02",5900
"3322114","06704",34,0,2,"06",54300
"3322130","06705",13,0,6,"02",35000
"3322168","06704",16,0,1,"09",10600
"3322171","06702",21,0,1,"03",46720
"3322565","06704",19,0,5,"02",166600
"3322905","06703",21,0,1,"02",9700
"3323539","06704",19,0,7,"02",59800
"3323571","06705",13,0,1,"02",385000
"3323790","06704",24,0,1,"02",1800
"3324339","06705",16,0,2,"02",28900
"3324357","06705",19,0,1,"03",0
"3324378","06702",23,0,2,"09",30000
"3324387","06704",21,0,3,"02",122900
"3324811","06704",24,0,1,"06",62000
"3324877","06705",13,0,4,"02",367000
"3324889","06701",31,0,0,"02",0
"3324994","06705",23,0,2,"03",32300
"3325141","06705",0,2,1,"  ",0
"3325398","06705",23,0,2,"02",108500
"3325460","06705",10,0,6,"02",55000
"3325650","06705",21,0,4,"02",32200
"3325822","06705",23,0,2,"02",36900
"3326231","06705",21,0,2,"04",8000
"3326236","06705",13,0,2,"01",49000
"3326265","06703",23,0,2,"04",165050
"3326287","06703",31,0,4,"05",28950
"3326464","06704",24,0,1,"08",9000
"3326537","06704",13,0,1,"02",38000
"3326611","06705",21,0,1,"09",13700
"3326649","06704",21,0,1,"07",25000
"3326651","06701",22,0,2,"05",34400
"3327034","06701",0,2,1,"  ",0
"3327223","06705",22,0,3,"02",12000
"3327432","06702",16,0,2,"02",50250
"3327488","06701",43,0,8,"02",108600
"3327868","06705",0,2,1,"  ",0
"3328100","06705",23,0,2,"02",77000
"3328267","06702",18,0,1,"02",10000
"3328322","06705",0,2,1,"  ",0
"3328373","06705",16,0,6,"02",82000
"3328498","06702",18,0,4,"05",26500
"3328681","06701",0,2,1,"  ",0
"3328841","06704",21,0,2,"02",70000
"3329163","06701",19,0,2,"02",18300
"3329225","06704",19,0,2,"07",13700
"3329464","06703",21,0,5,"08",57000
"3329555","06702",23,0,0,"08",0
"3329628","06704",19,0,5,"02",84000
"3329803","06704",18,0,4,"02",98000
"3330617","06704",11,0,0,"02",0
"3330837","06704",21,0,3,"02",124480
"3330978","06701",16,0,4,"05",61000
"3331296","06702",18,0,6,"02",12000
"3331452","06701",23,0,1,"04",31600
"3331453","06702",24,0,2,"02",80500
"3331477","06704",32,0,2,"04",34000
"3332013","06701",0,2,1,"  ",0
"3332116","06705",16,0,3,"02",62800
"3332177","06702",13,0,4,"02",70000
"3332258","06703",21,0,2,"09",23500
"3332380","06704",18,0,1,"02",23800
"3332456","06701",21,0,2,"03",90200
"3332509","06705",26,0,3,"02",33600
"3332716","06704",24,0,1,"06",23000
"3333160","06705",0,2,1,"  ",0
"3333313","06703",0,1,1,"  ",0
"3333331","06705",23,0,7,"09",5400
"3333373","06703",18,0,3,"08",68200
"3333402","06704",23,0,3,"03",90900
"3333837","06702",24,0,4,"02",9200
"3333872","06704",28,0,0,"09",0
"3333937","06702",37,0,5,"05",49910
"3334184","06703",0,2,1,"  ",0
"3334764","06705",34,0,7,"02",26000
