"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"6038241","06704",34,0,2,"09",52030
"6038264","06701",24,0,1,"07",5700
"6038295","06704",21,0,1,"05",32700
"6038881","06703",26,0,2,"06",27000
"6039012","06705",21,0,4,"02",106000
"6039020","06704",29,0,1,"04",25000
"6039300","06705",18,0,4,"02",75800
"6039544","06704",16,0,2,"02",150000
"6039644","06705",24,0,1,"02",36200
"6039700","06703",32,0,6,"02",57400
"6039732","06701",13,0,1,"02",680
"6039804","06701",19,0,1,"02",84000
"6040349","06702",26,0,1,"09",8100
"6041087","06703",18,0,2,"02",72400
"6041102","06701",18,0,1,"04",24200
"6041384","06704",23,0,1,"02",35000
"6041584","06704",21,0,1,"08",73130
"6041743","06701",13,0,3,"08",49000
"6041919","06704",26,0,1,"05",25000
"6041952","06704",16,0,3,"03",69000
"6042024","06702",16,0,1,"08",11700
"6042217","06702",26,0,2,"08",61700
"6042261","06703",57,0,0,"02",0
"6042274","06704",21,0,1,"06",30140
"6042336","06705",32,0,4,"03",79200
"6042557","06705",21,0,3,"02",84800
"6042790","06705",14,0,1,"06",0
"6042931","06703",26,0,0,"01",0
"6043063","06704",24,0,1,"05",48300
"6043084","06705",37,0,2,"08",28600
"6043131","06703",16,0,1,"01",31920
"6043600","06705",39,0,5,"02",91000
"6043684","06705",23,0,0,"01",0
"6043998","06702",21,0,5,"02",9000
"6044004","06703",19,0,3,"01",75400
"6044090","06702",16,0,1,"06",7200
"6044300","06702",13,0,3,"02",26800
"6044458","06704",23,0,2,"06",90000
"6044671","06704",19,0,2,"02",78980
"6044674","06701",0,2,1,"  ",0
"6044697","06705",19,0,1,"08",40630
"6044807","06705",29,0,2,"02",14400
"6044825","06705",0,2,1,"  ",0
"6045004","06705",21,0,1,"03",12200
"6045109","06702",19,0,4,"02",8500
"6045179","06702",13,0,1,"02",12300
"6045298","06704",21,0,2,"08",50000
"6045441","06701",21,0,1,"03",8400
"6045688","06704",21,0,2,"02",0
"6046035","06704",21,0,1,"08",25020
"6046110","06704",18,0,3,"02",32200
"6046352","06703",21,0,2,"02",58500
"6046681","06704",13,0,2,"02",19000
"6047036","06702",16,0,1,"02",5800
"6047187","06702",29,0,4,"02",31000
"6047901","06703",26,0,4,"03",46500
"6047905","06705",16,0,5,"02",54000
"6047981","06703",19,0,5,"02",30500
"6048263","06705",29,0,1,"08",6300
"6048389","06704",29,0,1,"07",32000
"6048417","06701",21,0,2,"02",183600
"6048439","06704",26,0,1,"06",79400
"6048580","06705",16,0,3,"02",130000
"6048839","06702",21,0,4,"02",107200
"6049122","06703",21,0,4,"02",90000
"6049539","06704",14,0,0,"06",0
"6049936","06703",24,0,5,"02",101500
"6050391","06702",16,0,1,"02",97000
"6050517","06701",24,0,1,"02",0
"6050980","06701",18,0,2,"06",23000
"6051120","06705",19,0,1,"08",101400
"6051465","06705",24,0,4,"02",1e+05
"6051501","06702",24,0,3,"02",233340
"6051529","06701",0,2,1,"  ",0
"6051619","06705",23,0,2,"02",25600
"6051642","06705",19,0,3,"02",95710
"6051660","06705",21,0,5,"02",87000
"6051734","06701",29,0,2,"06",31200
"6051759","06702",10,0,3,"02",19000
"6051966","06701",21,0,6,"02",30500
"6052025","06704",19,0,2,"02",68100
"6052413","06702",16,0,4,"08",7300
"6052602","06704",26,0,2,"08",63200
"6052682","06701",24,0,3,"05",113000
"6052826","06705",0,2,1,"  ",0
"6054340","06704",14,0,2,"02",88300
"6054492","06705",21,0,1,"03",53000
"6054547","06705",21,0,1,"02",0
"6054731","06702",18,0,6,"02",74090
"6054969","06704",19,0,4,"02",325000
"6055071","06703",0,1,1,"  ",0
"6055351","06703",21,0,1,"01",25000
"6055410","06701",21,0,2,"02",87700
"6056123","06701",16,0,2,"03",68000
"6056142","06703",11,0,1,"03",17000
"6056174","06705",21,0,2,"02",95300
"6056244","06703",14,0,0,"06",0
"6056479","06701",19,0,1,"06",23760
"6056537","06704",21,0,4,"02",70000
"6056900","06701",16,0,2,"06",14400
"6057588","06704",18,0,2,"02",24900
"6057699","06705",40,0,6,"02",42000
"6057745","06703",12,0,0,"03",0
"6057800","06705",26,0,5,"02",160000
"6057901","06704",26,0,1,"09",14500
"6058131","06705",26,0,2,"06",32700
"6058134","06705",16,0,6,"02",103200
"6058248","06703",26,0,2,"01",46920
"6058331","06701",13,0,4,"03",53500
"6058450","06705",26,0,2,"02",36800
"6058532","06704",23,0,5,"02",32000
"6058625","06704",24,0,4,"02",137000
"6058980","06702",20,0,0,"08",0
"6059103","06705",21,0,2,"02",122100
"6059230","06705",21,0,2,"02",155400
"6059243","06702",21,0,4,"02",30800
"6059285","06704",16,0,2,"02",45000
"6059891","06705",21,0,2,"02",24000
"6060014","06702",34,0,2,"03",34300
"6060503","06705",31,0,2,"02",215500
"6060601","06702",19,0,5,"02",23500
"6061073","06703",18,0,4,"08",28220
"6061203","06705",19,0,1,"02",41100
"6061263","06701",14,0,0,"06",0
"6061269","06704",13,0,2,"02",12000
"6061334","06702",24,0,2,"03",35880
"6061368","06702",23,0,5,"01",21000
"6061582","06703",21,0,3,"02",88000
"6061668","06702",23,0,4,"02",47900
"6061671","06705",24,0,1,"03",20200
"6062073","06703",30,0,2,"02",128000
"6062290","06703",18,0,1,"02",6000
"6062409","06702",24,0,3,"03",114100
"6063161","06701",26,0,1,"09",50000
"6063514","06705",24,0,2,"02",5000
"6063729","06702",22,0,5,"02",73200
"6063839","06704",19,0,4,"02",59000
"6064117","06702",16,0,10,"05",0
"6064337","06703",21,0,2,"01",17000
"6064383","06704",22,0,4,"09",33000
"6064583","06702",31,0,0,"08",0
"6064681","06701",19,0,1,"09",23800
"6064701","06701",18,0,1,"08",9000
"6064742","06702",26,0,5,"05",50000
"6064769","06702",21,0,3,"02",120000
"6064810","06705",13,0,1,"05",28400
"6064874","06703",19,0,1,"01",35600
"6065059","06705",18,0,4,"02",143600
"6065467","06704",16,0,4,"09",63000
"6065752","06703",16,0,5,"02",113500
"6066854","06702",24,0,1,"09",0
"6066874","06705",29,0,5,"02",115000
"6066943","06701",18,0,5,"05",29800
"6067069","06702",29,0,6,"02",71100
"6067260","06701",0,2,1,"  ",0
"6067368","06704",35,0,5,"03",28820
"6067425","06705",13,0,2,"07",2300
"6067543","06702",16,0,4,"02",28300
"6067729","06701",21,0,3,"02",61000
"6067871","06702",21,0,5,"03",39430
"6067890","06701",16,0,3,"02",110000
"6068679","06704",0,2,1,"  ",0
"6068870","06703",0,2,1,"  ",0
"6068966","06703",16,0,3,"06",31400
"6069087","06704",19,0,4,"02",99100
"6069119","06704",21,0,2,"07",7300
"6069384","06701",0,2,1,"  ",0
"6070080","06704",18,0,1,"09",8000
"6070121","06702",32,0,2,"02",125000
"6070528","06703",18,0,2,"02",37900
"6070643","06705",27,0,2,"06",52600
"6070732","06701",16,0,3,"02",37700
"6071030","06703",21,0,1,"04",28000
"6071227","06705",0,2,1,"  ",0
"6071385","06702",23,0,3,"02",388000
"6071840","06705",21,0,1,"05",28000
"6071859","06704",0,2,1,"  ",0
"6071992","06704",27,0,1,"03",40000
"6072052","06702",10,0,3,"05",7000
"6072103","06705",29,0,5,"02",32000
"6072227","06702",16,0,2,"02",51504
"6072396","06703",34,0,5,"02",125200
"6072410","06705",24,0,4,"02",48500
"6072742","06704",16,0,4,"02",215600
"6072945","06701",23,0,2,"03",50000
"6073031","06705",21,0,2,"02",72700
"6073421","06701",34,0,3,"02",132800
"6073457","06703",19,0,4,"05",117580
"6073609","06703",16,0,1,"01",23800
"6073619","06702",47,0,3,"02",93600
"6073716","06701",13,0,2,"09",42000
"6073873","06704",21,0,3,"02",45700
"6073911","06704",22,0,4,"02",85184
"6073996","06701",21,0,3,"05",27700
"6074047","06703",21,0,3,"02",30000
"6074232","06704",18,0,5,"03",78000
"6074362","06702",21,0,4,"02",63800
"6074444","06704",26,0,2,"03",131700
"6074599","06702",27,0,4,"06",920
"6074778","06704",19,0,3,"02",80000
"6074868","06704",26,0,1,"07",11500
"6074958","06704",21,0,6,"03",19000
"6075087","06705",27,0,2,"09",60080
"6075209","06703",21,0,4,"02",36000
"6075228","06704",22,0,1,"02",57100
"6075400","06701",15,0,1,"08",30000
"6075949","06704",13,0,7,"03",54100
"6075992","06701",27,0,1,"07",23000
"6076293","06702",29,0,2,"05",32400
"6076416","06703",24,0,1,"07",53050
"6076571","06703",23,0,1,"09",20000
"6076584","06704",16,0,5,"02",53520
"6076860","06704",13,0,4,"02",63100
"6077041","06703",21,0,1,"06",15600
"6077119","06703",21,0,4,"02",22000
"6077122","06705",16,0,1,"02",56400
"6077254","06704",24,0,2,"02",238000
"6077389","06702",13,0,3,"08",57200
"6077445","06705",26,0,1,"06",22900
"6077578","06705",34,0,2,"09",65000
"6077773","06702",21,0,2,"02",31700
"6077830","06701",16,0,4,"08",25000
"6077992","06705",18,0,2,"07",25000
"6078211","06702",23,0,2,"09",68200
"6078480","06701",23,0,4,"06",37000
"6078634","06701",27,0,2,"07",34140
"6078776","06702",37,0,3,"02",325720
"6078942","06705",18,0,4,"02",82000
"6079128","06705",16,0,2,"01",7300
"6079793","06703",27,0,3,"02",52500
"6080270","06704",29,0,4,"02",105100
"6080277","06701",0,2,1,"  ",0
"6080491","06702",24,0,1,"02",14200
"6081164","06705",47,0,7,"01",37000
"6081249","06702",26,0,5,"03",29600
"6081431","06704",16,0,4,"02",45000
"6081506","06704",29,0,4,"02",36400
"6081756","06703",16,0,2,"09",31700
"6081983","06701",53,0,3,"02",116900
"6082021","06701",34,0,0,"08",0
"6082052","06702",27,0,2,"09",30500
"6082160","06702",31,0,4,"02",157650
"6082554","06705",0,2,1,"  ",0
"6082733","06705",29,0,4,"03",86500
"6083093","06702",18,0,4,"02",144320
"6083117","06701",27,0,1,"05",11000
"6083722","06704",21,0,2,"09",110000
"6083985","06704",16,0,1,"02",26400
"6083995","06704",21,0,1,"08",64800
"6084128","06701",9,0,0,"09",0
"6084218","06704",12,0,0,"06",0
"6084470","06702",16,0,2,"02",76000
"6084480","06705",26,0,5,"07",22500
"6085094","06705",16,0,4,"02",37000
"6085217","06702",18,0,3,"02",73000
"6085660","06705",27,0,1,"02",55000
"6085826","06705",24,0,4,"02",184200
"6086433","06703",45,0,1,"02",26400
"6086507","06705",29,0,1,"02",25600
"6086763","06701",14,0,1,"06",12700
"6086801","06702",18,0,1,"09",10600
"6086928","06701",15,0,5,"06",25510
"6086998","06705",21,0,5,"01",35500
"6087151","06703",21,0,2,"02",50000
"6087288","06704",24,0,1,"05",104000
"6087341","06704",21,0,4,"07",85900
"6087621","06701",27,0,1,"02",15000
"6087718","06702",16,0,3,"07",35000
"6087875","06705",15,0,3,"02",72600
"6087979","06705",0,2,1,"  ",0
"6088745","06702",16,0,1,"02",28000
"6089004","06705",21,0,2,"02",145000
"6089086","06703",32,0,1,"02",23000
"6089344","06704",18,0,3,"02",293800
"6089363","06704",21,0,2,"02",57100
"6089426","06701",24,0,2,"08",15800
"6089753","06703",32,0,8,"08",23380
"6089807","06705",27,0,2,"02",20170
"6089920","06705",0,1,1,"  ",0
"6089945","06702",21,0,7,"02",53800
"6090275","06705",8,0,0,"02",0
"6090731","06704",16,0,3,"02",86900
"6090857","06705",15,0,2,"02",369000
"6091265","06704",21,0,2,"08",60000
"6091287","06702",26,0,3,"02",40240
"6091313","06702",0,2,1,"  ",0
"6091513","06702",19,0,5,"02",98000
"6091674","06701",40,0,1,"09",36000
"6091957","06701",18,0,5,"03",25000
"6092199","06704",21,0,2,"04",101200
"6092326","06703",21,0,1,"02",42600
"6092480","06702",19,0,4,"02",74800
"6092548","06705",0,2,1,"  ",0
"6092730","06704",24,0,1,"09",50000
"6092742","06703",16,0,4,"07",51600
"6093053","06701",26,0,1,"02",29100
"6093104","06704",26,0,0,"05",0
"6094035","06701",18,0,1,"02",22000
"6094178","06705",19,0,4,"07",25900
"6094536","06703",34,0,5,"01",12000
"6094705","06702",13,0,1,"02",4500
"6094725","06703",26,0,1,"08",21000
"6094821","06705",0,2,1,"  ",0
"6094853","06705",0,2,1,"  ",0
"6095034","06704",29,0,4,"03",89000
"6095458","06705",15,0,0,"06",0
"6095649","06705",16,0,2,"02",208430
"6095933","06705",27,0,2,"02",59730
"6096043","06705",21,0,1,"07",102000
"6096185","06701",16,0,10,"07",49200
"6096213","06702",18,0,7,"02",56600
"6096378","06701",29,0,1,"05",6000
"6096415","06701",15,0,1,"03",40000
"6096607","06702",16,0,3,"02",47100
"6096656","06705",21,0,2,"02",36200
"6096708","06703",21,0,1,"02",12500
"6096900","06705",21,0,2,"02",73000
"6096918","06702",21,0,2,"01",18060
"6096939","06704",21,0,4,"02",152000
"6097136","06704",23,0,4,"02",60020
"6097280","06704",16,0,2,"02",83550
"6097289","06702",26,0,5,"02",112800
"6097480","06704",19,0,5,"07",95400
"6097489","06705",0,1,1,"  ",0
"6097498","06703",21,0,2,"02",177100
"6097719","06702",19,0,2,"02",56300
"6097836","06704",21,0,2,"02",64300
"6097932","06704",26,0,2,"07",82020
"6098010","06702",16,0,2,"02",69750
"6098274","06704",10,0,5,"02",60700
"6098288","06705",24,0,1,"03",71000
"6098358","06705",5,0,6,"01",16800
"6098457","06703",14,0,1,"02",151800
"6098533","06701",14,0,3,"09",36200
"6098795","06705",26,0,2,"02",11100
"6099343","06703",16,0,6,"02",90500
"6099345","06701",0,1,1,"  ",0
"6099686","06701",0,2,1,"  ",0
"6099899","06705",25,0,4,"09",62220
"6099934","06705",5,0,8,"02",136760
"6100249","06704",26,0,1,"06",49000
"6100264","06705",18,0,2,"02",103000
"6100342","06702",29,0,4,"06",61700
"6100391","06704",21,0,1,"02",97800
"6100749","06702",24,0,2,"02",142000
"6100787","06701",0,2,1,"  ",0
"6100867","06701",0,2,1,"  ",0
"6100961","06703",18,0,1,"04",50000
"6101060","06704",21,0,4,"02",80000
"6101083","06703",21,0,2,"02",55000
"6101106","06704",29,0,2,"03",58000
"6101146","06704",18,0,5,"02",146000
"6101621","06705",18,0,2,"02",26500
"6101696","06704",21,0,1,"02",64600
"6101759","06702",21,0,6,"07",33800
"6101821","06704",18,0,1,"07",30200
"6102589","06704",16,0,1,"09",6700
"6102794","06702",0,2,1,"  ",0
"6102900","06701",24,0,1,"07",11000
"6103397","06705",18,0,5,"02",29000
"6103516","06704",0,2,1,"  ",0
"6103567","06701",0,1,1,"  ",0
"6104113","06704",16,0,2,"02",68800
"6104458","06704",26,0,3,"02",129850
"6104527","06704",24,0,2,"08",180000
"6104837","06702",16,0,4,"01",50200
"6105459","06705",15,0,6,"07",45900
"6105934","06702",24,0,1,"06",27500
"6106038","06705",19,0,5,"02",60900
"6106493","06704",16,0,3,"02",177300
"6106557","06703",24,0,3,"02",81060
"6106870","06703",24,0,2,"08",46600
"6107044","06703",16,0,4,"02",46000
"6107350","06705",24,0,4,"02",131900
"6107667","06703",19,0,1,"05",720
"6107758","06701",19,0,1,"02",50000
"6108636","06703",26,0,2,"02",101304
"6109307","06704",21,0,2,"06",60000
"6109921","06705",26,0,5,"06",22130
"6110005","06705",13,0,2,"02",32000
"6110313","06704",23,0,1,"07",40000
"6110548","06702",24,0,2,"06",10800
"6110766","06705",18,0,2,"01",30600
"6111060","06703",21,0,2,"03",20040
"6111574","06702",18,0,2,"01",37000
"6111698","06703",24,0,4,"02",53400
"6111703","06703",21,0,2,"09",374900
"6111865","06704",27,0,1,"02",63100
"6111902","06703",24,0,4,"02",49300
"6112010","06704",0,2,1,"  ",0
"6112398","06701",0,2,1,"  ",0
"6112411","06705",22,0,4,"02",36000
"6112532","06705",29,0,3,"02",59400
"6112691","06705",27,0,2,"02",13000
"6113046","06705",21,0,2,"02",109000
"6113107","06705",20,0,0,"06",0
"6113574","06705",19,0,5,"02",89990
"6113661","06702",21,0,1,"08",143300
"6113768","06702",16,0,5,"02",67200
"6113814","06702",0,2,1,"  ",0
"6113815","06703",26,0,4,"02",68800
"6113836","06702",29,0,6,"02",26000
"6114193","06705",0,2,1,"  ",0
"6114223","06701",19,0,1,"07",21000
"6114237","06701",13,0,3,"05",91000
"6114745","06703",15,0,1,"02",35300
"6114972","06703",16,0,1,"02",11400
"6115076","06703",10,0,1,"02",17000
"6115088","06701",0,2,1,"  ",0
"6115525","06703",14,0,1,"09",47740
"6115601","06704",21,0,2,"02",88400
"6115643","06705",18,0,2,"02",70000
"6115921","06704",27,0,2,"02",170000
"6116408","06703",21,0,1,"09",10200
"6116798","06701",21,0,1,"07",35300
"6117312","06705",19,0,2,"07",45000
"6117645","06705",19,0,1,"02",7200
"6117969","06704",21,0,1,"03",67900
"6118076","06701",21,0,1,"04",0
"6118365","06705",21,0,5,"05",30800
"6118386","06701",0,2,1,"  ",0
"6118724","06705",14,0,5,"06",8600
"6118794","06703",21,0,2,"06",20500
"6118833","06704",16,0,2,"02",25700
"6119116","06701",27,0,2,"08",31500
"6119317","06702",16,0,1,"02",40400
"6119324","06701",21,0,2,"02",55600
"6119625","06704",24,0,5,"02",53000
"6119686","06704",18,0,2,"02",77600
"6119966","06705",19,0,1,"02",3510
"6120658","06703",23,0,1,"01",8310
"6120890","06705",26,0,1,"01",36300
"6120969","06704",23,0,1,"05",24900
"6121040","06703",18,0,2,"01",27400
"6121103","06704",16,0,1,"07",27200
"6121285","06705",21,0,2,"01",75300
"6121560","06703",11,0,1,"02",29000
"6121782","06701",19,0,1,"02",36200
"6122234","06704",21,0,2,"03",101700
"6122328","06702",0,2,1,"  ",0
"6122590","06702",0,2,1,"  ",0
"6122786","06702",15,0,2,"02",109900
"6122794","06704",32,0,2,"01",58100
"6122942","06703",0,1,1,"  ",0
"6122945","06704",31,0,3,"02",120000
"6123007","06705",16,0,4,"02",110290
"6123088","06703",19,0,4,"02",65600
"6123090","06704",21,0,1,"07",15300
"6123222","06705",21,0,1,"04",0
"6123307","06704",21,0,4,"02",174000
"6123448","06705",21,0,1,"02",12500
"6123479","06702",21,0,2,"02",43850
"6123779","06705",21,0,3,"02",79500
"6124343","06705",29,0,3,"03",50200
"6124814","06701",0,2,1,"  ",0
"6125270","06701",16,0,1,"02",31200
"6125307","06702",23,0,5,"01",66000
"6125435","06702",21,0,2,"05",11200
"6125906","06703",26,0,2,"02",38200
"6126325","06701",24,0,5,"06",19500
"6126606","06702",21,0,1,"04",8700
"6126625","06702",21,0,1,"01",20340
"6126770","06704",0,2,1,"  ",0
"6126964","06704",24,0,3,"09",21790
"6127190","06703",23,0,2,"02",37100
"6127549","06704",18,0,4,"02",102700
"6128010","06701",16,0,1,"06",122300
"6128033","06701",19,0,2,"02",121600
"6128267","06705",16,0,1,"02",15400
"6128311","06704",23,0,2,"05",45800
"6128338","06701",0,2,1,"  ",0
"6128633","06704",21,0,1,"02",29000
"6128673","06704",19,0,1,"07",48000
"6128693","06701",0,2,1,"  ",0
"6128865","06705",0,2,1,"  ",0
"6128953","06703",24,0,2,"07",53000
"6128963","06704",29,0,2,"05",20000
"6128976","06704",21,0,3,"02",50350
"6129116","06704",24,0,2,"08",34000
"6129130","06705",0,2,1,"  ",0
"6129301","06704",21,0,4,"02",72000
"6129478","06705",24,0,2,"01",54900
"6129753","06704",28,0,0,"07",0
"6129851","06705",45,0,4,"02",14400
"6129877","06701",16,0,3,"08",6000
"6130311","06702",26,0,5,"03",87024
"6130433","06703",24,0,2,"02",55700
"6130996","06705",0,2,1,"  ",0
"6131052","06701",24,0,2,"06",28000
"6131298","06703",21,0,5,"02",112100
"6131370","06704",23,0,1,"05",86000
"6131842","06704",16,0,2,"02",144200
"6132198","06704",29,0,1,"02",70300
"6132223","06702",17,0,0,"06",0
"6132359","06701",0,2,1,"  ",0
"6132521","06705",18,0,4,"03",105400
"6132844","06702",29,0,4,"03",20800
"6132847","06705",13,0,1,"02",12000
"6133039","06702",24,0,4,"02",119200
"6133068","06705",23,0,3,"02",89000
"6133101","06704",26,0,2,"02",141200
"6133126","06702",16,0,1,"02",21200
"6133254","06701",16,0,2,"02",71000
"6133338","06704",35,0,0,"07",0
"6133359","06703",19,0,2,"03",35500
"6133785","06702",13,0,2,"03",150000
"6133839","06704",18,0,1,"02",86100
"6134026","06705",22,0,4,"02",71600
"6134284","06705",24,0,1,"05",9000
"6134313","06701",16,0,1,"02",36000
"6134680","06701",23,0,1,"08",31000
"6135234","06704",16,0,1,"02",33700
"6135404","06703",26,0,3,"02",28300
"6136428","06702",21,0,1,"02",19800
"6136482","06702",21,0,2,"03",10400
"6136511","06703",21,0,1,"07",14000
"6136902","06704",21,0,2,"02",40800
"6136963","06705",21,0,3,"02",360300
"6137042","06704",18,0,4,"03",71000
"6137255","06703",13,0,2,"02",148700
"6137340","06704",6,0,0,"06",0
"6137352","06705",21,0,2,"02",121700
"6137587","06704",19,0,2,"02",80000
"6137941","06705",19,0,2,"02",67000
"6137984","06704",16,0,1,"03",54000
"6138016","06705",21,0,3,"09",46100
"6138313","06701",21,0,1,"07",42000
"6138449","06701",21,0,2,"06",52750
"6138487","06702",18,0,5,"02",73490
"6139364","06705",26,0,3,"02",42000
"6139713","06702",19,0,3,"01",25020
"6139762","06704",21,0,1,"07",25110
"6139886","06701",19,0,1,"04",16000
"6139955","06701",26,0,1,"08",16910
"6140172","06704",22,0,2,"09",30400
"6140411","06705",16,0,1,"02",18200
"6140471","06701",24,0,1,"08",15300
"6140618","06701",19,0,1,"02",45000
"6140846","06703",24,0,1,"09",21400
"6141409","06704",21,0,5,"02",115000
"6141890","06701",19,0,2,"09",12320
"6141902","06703",0,0,7,"02",327530
"6142047","06705",21,0,2,"02",1e+05
"6142266","06705",19,0,5,"06",42000
"6142443","06702",35,0,2,"06",50000
"6142547","06704",22,0,2,"02",63000
"6142596","06704",21,0,2,"02",54950
"6143468","06705",0,2,1,"  ",0
"6143523","06701",24,0,2,"02",54800
"6143560","06704",24,0,2,"02",149400
"6143629","06703",16,0,2,"03",67800
"6144026","06704",29,0,2,"09",42800
"6144315","06702",26,0,4,"02",411000
"6144399","06702",21,0,2,"02",52400
"6144567","06704",21,0,3,"02",123400
"6144848","06703",23,0,2,"09",57000
"6144859","06705",0,2,1,"  ",0
"6144886","06705",24,0,1,"01",143400
"6145056","06701",21,0,1,"05",0
"6145209","06701",23,0,1,"03",31000
"6145215","06704",26,0,2,"02",58800
"6145265","06704",23,0,3,"02",115300
"6145446","06703",19,0,1,"07",24000
"6145841","06704",24,0,1,"03",77440
"6146267","06705",29,0,2,"02",224000
"6146491","06705",21,0,1,"06",38000
"6146540","06704",21,0,2,"02",35000
"6146893","06704",21,0,1,"06",18200
"6146921","06705",15,0,1,"04",30900
"6147353","06705",24,0,1,"01",13000
"6147542","06705",0,2,1,"  ",0
"6147738","06703",13,0,5,"02",83320
"6148572","06705",21,0,4,"01",85000
"6148803","06704",15,0,2,"09",7000
"6148814","06703",15,0,2,"02",73390
"6149019","06705",15,0,4,"08",20800
"6149034","06705",29,0,3,"02",86900
"6149057","06701",27,0,1,"05",13700
"6149293","06702",18,0,3,"02",86500
"6149540","06701",24,0,5,"06",35000
"6149984","06702",24,0,3,"02",113150
"6150008","06705",24,0,2,"02",40800
"6150164","06702",18,0,2,"02",94620
"6150582","06702",32,0,4,"02",75000
"6150586","06705",21,0,2,"02",53850
"6150673","06705",24,0,1,"02",13000
"6150683","06705",21,0,1,"02",11500
"6150685","06705",11,0,5,"05",55400
"6150807","06701",21,0,2,"02",69000
"6150849","06704",26,0,1,"09",58000
"6151021","06705",7,0,2,"02",40500
"6151357","06702",13,0,2,"02",75080
"6151451","06701",13,0,2,"03",32800
"6151789","06704",29,0,3,"02",122700
"6151839","06701",29,0,3,"02",12400
"6151840","06702",0,2,1,"  ",0
"6151890","06701",0,2,1,"  ",0
"6152056","06704",0,1,1,"  ",0
"6152077","06705",16,0,1,"03",18100
"6152320","06701",21,0,1,"06",10300
"6152442","06705",16,0,2,"09",31000
"6152574","06705",21,0,2,"02",72100
"6153047","06701",19,0,1,"04",8030
"6153224","06703",21,0,2,"06",68000
"6153424","06704",21,0,6,"02",80400
"6153623","06702",16,0,5,"03",55000
"6153708","06705",24,0,2,"02",34800
"6153967","06704",28,0,0,"06",0
"6154058","06702",24,0,1,"09",7800
"6154194","06705",19,0,2,"06",59000
"6154636","06704",16,0,1,"05",70000
"6154844","06701",26,0,2,"02",25000
"6154983","06705",23,0,0,"06",0
"6155086","06703",23,0,1,"02",17100
"6155194","06702",0,2,1,"  ",0
"6155535","06704",23,0,2,"02",7800
"6155563","06705",16,0,4,"02",351000
"6155823","06704",18,0,4,"02",0
"6156060","06704",16,0,1,"04",31200
"6156129","06703",21,0,3,"08",37000
"6156205","06705",16,0,2,"02",149000
"6156914","06705",26,0,1,"08",16700
"6157541","06701",0,2,1,"  ",0
"6157933","06702",16,0,2,"01",34300
"6158034","06702",32,0,4,"02",75000
"6158102","06705",18,0,5,"02",57400
"6158416","06705",15,0,0,"02",0
"6158584","06704",21,0,2,"01",60000
"6158614","06701",0,2,1,"  ",0
"6158823","06704",16,0,2,"02",40000
"6159049","06703",21,0,4,"04",85000
"6159271","06705",20,0,0,"06",0
"6159467","06703",24,0,2,"07",73000
"6159548","06704",24,0,4,"02",175020
"6159758","06703",19,0,2,"02",54850
"6160103","06702",21,0,2,"02",192000
"6160271","06704",26,0,1,"09",17000
"6160606","06704",26,0,1,"06",38580
"6160628","06702",32,0,7,"02",74320
"6160629","06705",16,0,3,"05",43000
"6160987","06705",18,0,2,"02",127000
"6161107","06704",15,0,4,"02",124350
"6161362","06702",27,0,4,"09",16190
"6161583","06704",24,0,1,"08",110000
"6161750","06705",24,0,1,"01",44300
"6161892","06703",29,0,4,"02",95000
"6161969","06703",23,0,2,"06",23100
"6161988","06702",23,0,4,"02",47400
"6162040","06702",0,2,1,"  ",0
"6162104","06702",29,0,4,"04",37500
"6162408","06702",42,0,6,"02",73480
"6162454","06703",27,0,3,"08",4900
"6162603","06705",13,0,1,"02",63000
"6162639","06704",21,0,2,"02",47550
"6162799","06703",13,0,2,"01",51400
"6162804","06702",18,0,3,"01",24400
"6163099","06705",42,0,4,"07",20600
"6163256","06704",26,0,0,"02",0
"6163310","06701",0,2,1,"  ",0
"6163503","06705",26,0,1,"08",8300
"6163947","06704",19,0,4,"02",80700
"6164382","06705",24,0,2,"02",119400
"6164484","06703",19,0,1,"09",24000
"6164536","06704",11,0,3,"09",46200
"6164669","06705",19,0,3,"07",18500
"6164775","06705",48,0,0,"04",0
"6165008","06703",31,0,5,"07",17400
"6165039","06704",24,0,1,"05",11200
"6165056","06704",21,0,1,"09",50000
"6165158","06701",16,0,1,"02",75100
"6165527","06703",24,0,2,"03",40000
"6165537","06705",19,0,1,"08",120000
"6165689","06705",5,0,5,"02",122000
"6166084","06701",16,0,2,"02",32700
"6166542","06704",21,0,2,"02",35100
"6166985","06705",26,0,3,"06",39900
"6167193","06703",13,0,2,"09",45000
"6167530","06701",0,2,1,"  ",0
"6167769","06704",21,0,2,"02",52700
"6168021","06704",18,0,4,"03",24100
"6168073","06701",13,0,4,"02",65600
"6168385","06705",21,0,2,"04",29500
"6168398","06702",27,0,2,"02",45800
"6168591","06701",0,2,1,"  ",0
"6168644","06704",24,0,1,"02",53200
"6168707","06705",29,0,4,"02",212000
"6168859","06704",15,0,2,"09",17400
"6169476","06704",21,0,3,"05",70000
"6169643","06704",26,0,1,"05",55000
"6169652","06701",38,0,0,"04",0
"6169988","06705",13,0,4,"07",29000
"6170619","06702",26,0,5,"03",62500
"6170947","06702",29,0,4,"02",71000
"6171275","06704",18,0,2,"05",70000
"6171409","06705",24,0,1,"02",0
"6171841","06701",21,0,3,"09",15500
"6173042","06705",16,0,1,"03",18350
"6173296","06703",0,1,1,"  ",0
"6173926","06705",21,0,1,"09",2000
