MGRA,Area_Type,Area_Type_Num,EC_Tier,EC_Name,Loc_Type,HBHUR
11178,Suburban,2,NULL,NULL,Town,S
11179,Suburban,2,NULL,NULL,Town,S
11180,Suburban,2,NULL,NULL,Town,S
11181,Suburban,2,NULL,NULL,Town,S
11182,Suburban,2,NULL,NULL,Town,S
11183,Suburban,2,NULL,NULL,Town,S
11184,Suburban,2,NULL,NULL,Town,S
11185,Suburban,2,NULL,NULL,Town,S
11186,Suburban,2,NULL,NULL,Town,S
11187,Suburban,2,NULL,NULL,Town,S
11188,Suburban,2,NULL,NULL,Town,S
11189,Suburban,2,NULL,NULL,Town,S
11190,Suburban,2,NULL,NULL,Town,S
11191,Suburban,2,NULL,NULL,Town,S
11192,Suburban,2,NULL,NULL,Town,S
11193,Suburban,2,NULL,NULL,Town,S
11194,Suburban,2,NULL,NULL,Town,S
11195,Suburban,2,NULL,NULL,Town,S
11196,Suburban,2,NULL,NULL,Town,S
11197,Suburban,2,NULL,NULL,Town,S
11198,Suburban,2,NULL,NULL,Town,S
11199,Suburban,2,NULL,NULL,Town,S
11200,Suburban,2,NULL,NULL,Town,S
11201,Suburban,2,2,El Cajon,Town,S
11202,Suburban,2,2,El Cajon,Town,S
11203,Suburban,2,NULL,NULL,Town,S
11204,Suburban,2,NULL,NULL,Town,S
11205,Suburban,2,NULL,NULL,Town,S
11206,Suburban,2,NULL,NULL,Town,S
11207,Town Center,3,NULL,NULL,Urban,U
11208,Town Center,3,NULL,NULL,Urban,U
11209,Town Center,3,NULL,NULL,Urban,U
11210,Town Center,3,NULL,NULL,Urban,U
11211,Suburban,2,NULL,NULL,Town,S
11212,Town Center,3,NULL,NULL,Urban,U
11213,Town Center,3,NULL,NULL,Urban,U
11214,Suburban,2,NULL,NULL,Town,S
11215,Suburban,2,NULL,NULL,Town,S
11216,Suburban,2,NULL,NULL,Town,S
11217,Suburban,2,NULL,NULL,Town,S
11218,Suburban,2,NULL,NULL,Town,S
11219,Suburban,2,NULL,NULL,Town,S
11220,Suburban,2,NULL,NULL,Town,S
11221,Suburban,2,NULL,NULL,Town,S
11222,Suburban,2,NULL,NULL,Town,S
11223,Suburban,2,NULL,NULL,Town,S
11224,Suburban,2,NULL,NULL,Town,S
11225,Suburban,2,NULL,NULL,Town,S
11226,Suburban,2,NULL,NULL,Town,S
11227,Suburban,2,NULL,NULL,Town,S
11228,Suburban,2,NULL,NULL,Town,S
11229,Suburban,2,NULL,NULL,Town,S
11230,Suburban,2,NULL,NULL,Town,S
11231,Suburban,2,NULL,NULL,Town,S
11232,Suburban,2,NULL,NULL,Town,S
11233,Suburban,2,NULL,NULL,Town,S
11234,Suburban,2,NULL,NULL,Town,S
11235,Suburban,2,NULL,NULL,Town,S
11236,Suburban,2,NULL,NULL,Town,S
11237,Suburban,2,NULL,NULL,Town,S
11238,Rural,1,NULL,NULL,Rural,R
11239,Rural,1,NULL,NULL,Rural,R
11240,Rural,1,NULL,NULL,Rural,R
11241,Rural,1,NULL,NULL,Rural,R
11242,Rural,1,NULL,NULL,Rural,R
11243,Rural,1,NULL,NULL,Rural,R
11244,Rural,1,NULL,NULL,Rural,R
11245,Rural,1,NULL,NULL,Rural,R
11246,Rural,1,NULL,NULL,Rural,R
11247,Rural,1,NULL,NULL,Rural,R
11248,Suburban,2,NULL,NULL,Town,S
11249,Suburban,2,NULL,NULL,Town,S
11250,Rural,1,NULL,NULL,Rural,R
11251,Rural,1,NULL,NULL,Rural,R
11252,Suburban,2,NULL,NULL,Town,S
11253,Rural,1,NULL,NULL,Rural,R
11254,Suburban,2,NULL,NULL,Town,S
11255,Suburban,2,NULL,NULL,Town,S
11256,Suburban,2,NULL,NULL,Town,S
11257,Suburban,2,NULL,NULL,Town,S
11258,Rural,1,NULL,NULL,Rural,R
11259,Suburban,2,NULL,NULL,Town,S
11260,Suburban,2,NULL,NULL,Town,S
11261,Suburban,2,NULL,NULL,Town,S
11262,Suburban,2,NULL,NULL,Town,S
11263,Suburban,2,NULL,NULL,Town,S
11264,Suburban,2,NULL,NULL,Town,S
11265,Suburban,2,NULL,NULL,Town,S
11266,Suburban,2,NULL,NULL,Town,S
11267,Suburban,2,NULL,NULL,Town,S
11268,Suburban,2,NULL,NULL,Town,S
11269,Suburban,2,NULL,NULL,Town,S
11270,Suburban,2,NULL,NULL,Town,S
11271,Suburban,2,NULL,NULL,Town,S
11272,Suburban,2,NULL,NULL,Town,S
11273,Suburban,2,NULL,NULL,Town,S
11274,Suburban,2,NULL,NULL,Town,S
11275,Suburban,2,NULL,NULL,Town,S
11276,Suburban,2,NULL,NULL,Town,S
11277,Suburban,2,NULL,NULL,Town,S
11278,Suburban,2,NULL,NULL,Town,S
11279,Suburban,2,NULL,NULL,Town,S
11280,Suburban,2,4,Lakeside,Town,S
11281,Suburban,2,NULL,NULL,Town,S
11282,Suburban,2,NULL,NULL,Town,S
11283,Suburban,2,NULL,NULL,Town,S
11284,Suburban,2,NULL,NULL,Town,S
11285,Suburban,2,NULL,NULL,Town,S
11286,Suburban,2,4,Lakeside,Town,S
11287,Suburban,2,4,Lakeside,Town,S
11288,Suburban,2,4,Lakeside,Town,S
11289,Suburban,2,4,Lakeside,Town,S
11290,Suburban,2,4,Lakeside,Town,S
11291,Suburban,2,4,Lakeside,Town,S
11292,Suburban,2,4,Lakeside,Town,S
11293,Suburban,2,4,Lakeside,Town,S
11294,Suburban,2,4,Lakeside,Town,S
11295,Suburban,2,4,Lakeside,Town,S
11296,Rural,1,NULL,NULL,Rural,R
11297,Rural,1,NULL,NULL,Rural,R
11298,Rural,1,NULL,NULL,Rural,R
11299,Rural,1,NULL,NULL,Rural,R
11300,Rural,1,NULL,NULL,Rural,R
11301,Tribal,8,NULL,NULL,Rural,R
11302,Rural,1,NULL,NULL,Rural,R
11303,Tribal,8,NULL,NULL,Rural,R
11304,Rural,1,NULL,NULL,Rural,R
11305,Rural,1,NULL,NULL,Rural,R
11306,Tribal,8,NULL,NULL,Rural,R
11307,Rural,1,NULL,NULL,Rural,R
11308,Rural,1,NULL,NULL,Rural,R
11309,Rural,1,NULL,NULL,Rural,R
11310,Rural,1,NULL,NULL,Rural,R
11311,Rural,1,NULL,NULL,Rural,R
11312,Rural,1,NULL,NULL,Rural,R
11313,Rural,1,NULL,NULL,Rural,R
11314,Rural,1,NULL,NULL,Rural,R
11315,Rural,1,NULL,NULL,Rural,R
11316,Suburban,2,NULL,NULL,Town,S
11317,Suburban,2,NULL,NULL,Town,S
11318,Rural,1,NULL,NULL,Rural,R
11319,National / State / Regional Park,10,NULL,NULL,Rural,R
11320,Suburban,2,NULL,NULL,Town,S
11321,Suburban,2,NULL,NULL,Town,S
11322,Suburban,2,NULL,NULL,Town,S
11323,Tribal,8,NULL,NULL,Rural,R
11324,Rural,1,NULL,NULL,Rural,R
11325,Rural,1,NULL,NULL,Rural,R
11326,Rural,1,NULL,NULL,Rural,R
11327,Tribal,8,NULL,NULL,Rural,R
11328,Rural,1,NULL,NULL,Rural,R
11329,Rural,1,NULL,NULL,Rural,R
11330,Rural,1,NULL,NULL,Rural,R
11331,Rural,1,NULL,NULL,Rural,R
11332,Tribal,8,NULL,NULL,Rural,R
11333,Rural,1,NULL,NULL,Rural,R
11334,Rural,1,NULL,NULL,Rural,R
11335,Tribal,8,NULL,NULL,Rural,R
11336,Tribal,8,NULL,NULL,Rural,R
11337,Tribal,8,NULL,NULL,Rural,R
11338,Tribal,8,NULL,NULL,Rural,R
11339,Tribal,8,NULL,NULL,Rural,R
11340,Tribal,8,NULL,NULL,Rural,R
11341,Tribal,8,NULL,NULL,Rural,R
11342,Suburban,2,NULL,NULL,Town,S
11343,Suburban,2,NULL,NULL,Town,S
11344,Suburban,2,NULL,NULL,Town,S
11345,Suburban,2,NULL,NULL,Town,S
11346,Suburban,2,NULL,NULL,Town,S
11347,Suburban,2,NULL,NULL,Town,S
11348,Suburban,2,NULL,NULL,Town,S
11349,Suburban,2,NULL,NULL,Town,S
11350,Suburban,2,NULL,NULL,Town,S
11351,Suburban,2,NULL,NULL,Town,S
11352,Suburban,2,NULL,NULL,Town,S
11353,Suburban,2,NULL,NULL,Town,S
11354,Suburban,2,NULL,NULL,Town,S
11355,Suburban,2,NULL,NULL,Town,S
11356,Suburban,2,NULL,NULL,Town,S
11357,Suburban,2,NULL,NULL,Town,S
11358,Suburban,2,NULL,NULL,Town,S
11359,Suburban,2,NULL,NULL,Town,S
11360,Rural,1,NULL,NULL,Rural,R
11361,Rural,1,NULL,NULL,Rural,R
11362,Rural,1,NULL,NULL,Rural,R
11363,Rural,1,NULL,NULL,Rural,R
11364,Rural,1,NULL,NULL,Rural,R
11365,Rural,1,NULL,NULL,Rural,R
11366,Rural,1,NULL,NULL,Rural,R
11367,Rural,1,NULL,NULL,Rural,R
11368,Suburban,2,NULL,NULL,Town,S
11369,Suburban,2,4,Poway,Town,S
11370,Suburban,2,NULL,NULL,Town,S
11371,Suburban,2,4,Poway,Town,S
11372,Suburban,2,NULL,NULL,Town,S
11373,Suburban,2,4,Poway,Town,S
11374,Suburban,2,NULL,NULL,Town,S
11375,Suburban,2,4,Poway,Town,S
11376,Suburban,2,4,Poway,Town,S
11377,Suburban,2,4,Poway,Town,S
11378,Suburban,2,4,Poway,Town,S
11379,Suburban,2,4,Poway,Town,S
11380,Town Center,3,4,Poway,Urban,U
11381,Suburban,2,4,Poway,Town,S
11382,Town Center,3,4,Poway,Urban,U
11383,Town Center,3,4,Poway,Urban,U
11384,Town Center,3,4,Poway,Urban,U
11385,Town Center,3,4,Poway,Urban,U
11386,Town Center,3,4,Poway,Urban,U
11387,Suburban,2,4,Poway,Town,S
11388,Suburban,2,4,Poway,Town,S
11389,Rural,1,NULL,NULL,Rural,R
11390,Rural,1,NULL,NULL,Rural,R
11391,Rural,1,NULL,NULL,Rural,R
11392,Rural,1,NULL,NULL,Rural,R
11393,Rural,1,NULL,NULL,Rural,R
11394,Rural,1,NULL,NULL,Rural,R
11395,Rural,1,NULL,NULL,Rural,R
11396,Rural,1,NULL,NULL,Rural,R
11397,Suburban,2,NULL,NULL,Town,S
11398,Rural,1,NULL,NULL,Rural,R
11399,Suburban,2,NULL,NULL,Town,S
11400,Suburban,2,NULL,NULL,Town,S
11401,Suburban,2,NULL,NULL,Town,S
11402,Suburban,2,NULL,NULL,Town,S
11403,Suburban,2,NULL,NULL,Town,S
11404,Rural,1,NULL,NULL,Rural,R
11405,Rural,1,NULL,NULL,Rural,R
11406,Rural,1,NULL,NULL,Rural,R
11407,Rural,1,NULL,NULL,Rural,R
11408,Rural,1,NULL,NULL,Rural,R
11409,Rural,1,NULL,NULL,Rural,R
11410,Rural,1,NULL,NULL,Rural,R
11411,Rural,1,NULL,NULL,Rural,R
11412,Suburban,2,NULL,NULL,Town,S
11413,Suburban,2,NULL,NULL,Town,S
11414,Suburban,2,NULL,NULL,Town,S
11415,Suburban,2,NULL,NULL,Town,S
11416,Suburban,2,NULL,NULL,Town,S
11417,Suburban,2,4,Poway,Town,S
11418,Suburban,2,NULL,NULL,Town,S
11419,Suburban,2,NULL,NULL,Town,S
11420,Suburban,2,2,West Bernardo,Town,S
11421,Suburban,2,2,West Bernardo,Town,S
11422,Suburban,2,2,West Bernardo,Town,S
11423,Suburban,2,NULL,NULL,Town,S
11424,Suburban,2,2,West Bernardo,Town,S
11425,Suburban,2,2,West Bernardo,Town,S
11426,Suburban,2,NULL,NULL,Town,S
11427,Suburban,2,NULL,NULL,Town,S
11428,Suburban,2,NULL,NULL,Town,S
11429,Suburban,2,NULL,NULL,Town,S
11430,Suburban,2,NULL,NULL,Town,S
11431,Suburban,2,2,West Bernardo,Town,S
11432,Suburban,2,NULL,NULL,Town,S
11433,Suburban,2,NULL,NULL,Town,S
11434,Suburban,2,NULL,NULL,Town,S
11435,Suburban,2,NULL,NULL,Town,S
11436,Suburban,2,NULL,NULL,Town,S
11437,Suburban,2,NULL,NULL,Town,S
11438,Suburban,2,NULL,NULL,Town,S
11439,Suburban,2,NULL,NULL,Town,S
11440,Suburban,2,NULL,NULL,Town,S
11441,Suburban,2,NULL,NULL,Town,S
11442,Suburban,2,NULL,NULL,Town,S
11443,Suburban,2,NULL,NULL,Town,S
11444,Suburban,2,NULL,NULL,Town,S
11445,Suburban,2,NULL,NULL,Town,S
11446,Suburban,2,NULL,NULL,Town,S
11447,Suburban,2,NULL,NULL,Town,S
11448,Suburban,2,NULL,NULL,Town,S
11449,Suburban,2,NULL,NULL,Town,S
11450,Suburban,2,NULL,NULL,Town,S
11451,Suburban,2,NULL,NULL,Town,S
11452,Suburban,2,NULL,NULL,Town,S
11453,Suburban,2,NULL,NULL,Town,S
11454,Suburban,2,NULL,NULL,Town,S
11455,Suburban,2,NULL,NULL,Town,S
11456,Suburban,2,NULL,NULL,Town,S
11457,Suburban,2,NULL,NULL,Town,S
11458,Suburban,2,NULL,NULL,Town,S
11459,Suburban,2,NULL,NULL,Town,S
11460,Suburban,2,NULL,NULL,Town,S
11461,Suburban,2,NULL,NULL,Town,S
11462,Suburban,2,NULL,NULL,Town,S
11463,Suburban,2,NULL,NULL,Town,S
11464,Suburban,2,NULL,NULL,Town,S
11465,Suburban,2,NULL,NULL,Town,S
11466,Suburban,2,NULL,NULL,Town,S
11467,Suburban,2,NULL,NULL,Town,S
11468,Suburban,2,NULL,NULL,Town,S
11469,Suburban,2,NULL,NULL,Town,S
11470,Suburban,2,2,West Bernardo,Town,S
11471,Suburban,2,3,Rancho Bernardo,Town,S
11472,Suburban,2,NULL,NULL,Town,S
11473,Suburban,2,NULL,NULL,Town,S
11474,Suburban,2,4,Rancho Peñasquitos,Town,S
11475,Suburban,2,4,Rancho Peñasquitos,Town,S
11476,Suburban,2,4,Rancho Peñasquitos,Town,S
11477,Suburban,2,4,Rancho Peñasquitos,Town,S
11478,Suburban,2,4,Rancho Peñasquitos,Town,S
11479,Suburban,2,NULL,NULL,Town,S
11480,Suburban,2,NULL,NULL,Town,S
11481,Suburban,2,NULL,NULL,Town,S
11482,Suburban,2,NULL,NULL,Town,S
11483,Suburban,2,NULL,NULL,Town,S
11484,Suburban,2,NULL,NULL,Town,S
11485,Suburban,2,NULL,NULL,Town,S
11486,Suburban,2,NULL,NULL,Town,S
11487,Suburban,2,NULL,NULL,Town,S
11488,Suburban,2,NULL,NULL,Town,S
11489,Suburban,2,NULL,NULL,Town,S
11490,Suburban,2,NULL,NULL,Town,S
11491,Suburban,2,NULL,NULL,Town,S
11492,Suburban,2,NULL,NULL,Town,S
11493,Suburban,2,NULL,NULL,Town,S
11494,Suburban,2,NULL,NULL,Town,S
11495,Suburban,2,NULL,NULL,Town,S
11496,Suburban,2,NULL,NULL,Town,S
11497,Suburban,2,NULL,NULL,Town,S
11498,Suburban,2,NULL,NULL,Town,S
11499,Rural,1,NULL,NULL,Rural,R
11500,Suburban,2,NULL,NULL,Town,S
11501,Suburban,2,NULL,NULL,Town,S
11502,Suburban,2,NULL,NULL,Town,S
11503,Suburban,2,NULL,NULL,Town,S
11504,Suburban,2,NULL,NULL,Town,S
11505,Suburban,2,NULL,NULL,Town,S
11506,Suburban,2,NULL,NULL,Town,S
11507,Suburban,2,NULL,NULL,Town,S
11508,Suburban,2,NULL,NULL,Town,S
11509,Suburban,2,NULL,NULL,Town,S
11510,Suburban,2,NULL,NULL,Town,S
11511,Suburban,2,NULL,NULL,Town,S
11512,Rural,1,NULL,NULL,Rural,R
11513,Rural,1,NULL,NULL,Rural,R
11514,Rural,1,NULL,NULL,Rural,R
11515,Rural,1,NULL,NULL,Rural,R
11516,Rural,1,NULL,NULL,Rural,R
11517,Rural,1,NULL,NULL,Rural,R
11518,Rural,1,NULL,NULL,Rural,R
11519,Rural,1,NULL,NULL,Rural,R
11520,Rural,1,NULL,NULL,Rural,R
11521,Rural,1,NULL,NULL,Rural,R
11522,Rural,1,NULL,NULL,Rural,R
11523,Rural,1,NULL,NULL,Rural,R
11524,Rural,1,NULL,NULL,Rural,R
11525,Suburban,2,NULL,NULL,Town,S
11526,Rural,1,NULL,NULL,Rural,R
11527,Rural,1,NULL,NULL,Rural,R
11528,Suburban,2,NULL,NULL,Town,S
11529,Suburban,2,NULL,NULL,Town,S
11530,Suburban,2,NULL,NULL,Town,S
11531,Rural,1,NULL,NULL,Rural,R
11532,Suburban,2,NULL,NULL,Town,S
11533,Suburban,2,NULL,NULL,Town,S
11534,Rural,1,NULL,NULL,Rural,R
11535,Suburban,2,NULL,NULL,Town,S
11536,Suburban,2,NULL,NULL,Town,S
11537,Suburban,2,NULL,NULL,Town,S
11538,Suburban,2,NULL,NULL,Town,S
11539,Rural,1,NULL,NULL,Rural,R
11540,Suburban,2,NULL,NULL,Town,S
11541,Suburban,2,NULL,NULL,Town,S
11542,Rural,1,NULL,NULL,Rural,R
11543,Suburban,2,NULL,NULL,Town,S
11544,Suburban,2,NULL,NULL,Town,S
11545,Suburban,2,NULL,NULL,Town,S
11546,Rural,1,NULL,NULL,Rural,R
11547,Rural,1,NULL,NULL,Rural,R
11548,Rural,1,NULL,NULL,Rural,R
11549,Rural,1,NULL,NULL,Rural,R
11550,Rural,1,NULL,NULL,Rural,R
11551,Rural,1,NULL,NULL,Rural,R
11552,Rural,1,NULL,NULL,Rural,R
11553,Rural,1,NULL,NULL,Rural,R
11554,Rural,1,NULL,NULL,Rural,R
11555,Rural,1,NULL,NULL,Rural,R
11556,Rural,1,NULL,NULL,Rural,R
11557,Suburban,2,NULL,NULL,Town,S
11558,Suburban,2,NULL,NULL,Town,S
11559,Suburban,2,NULL,NULL,Town,S
11560,Suburban,2,NULL,NULL,Town,S
11561,Suburban,2,NULL,NULL,Town,S
11562,Rural,1,NULL,NULL,Rural,R
11563,Suburban,2,NULL,NULL,Town,S
11564,Rural,1,NULL,NULL,Rural,R
11565,Suburban,2,NULL,NULL,Town,S
11566,Rural,1,NULL,NULL,Rural,R
11567,Rural,1,NULL,NULL,Rural,R
11568,Rural,1,NULL,NULL,Rural,R
11569,Suburban,2,NULL,NULL,Town,S
11570,Rural,1,NULL,NULL,Rural,R
11571,Rural,1,NULL,NULL,Rural,R
11572,Rural,1,NULL,NULL,Rural,R
11573,Suburban,2,NULL,NULL,Town,S
11574,Suburban,2,NULL,NULL,Town,S
11575,Suburban,2,NULL,NULL,Town,S
11576,Rural,1,NULL,NULL,Rural,R
11577,Rural,1,NULL,NULL,Rural,R
11578,Suburban,2,NULL,NULL,Town,S
11579,Rural,1,NULL,NULL,Rural,R
11580,Rural,1,NULL,NULL,Rural,R
11581,Suburban,2,NULL,NULL,Town,S
11582,Rural,1,NULL,NULL,Rural,R
11583,Rural,1,NULL,NULL,Rural,R
11584,Rural,1,NULL,NULL,Rural,R
11585,Rural,1,NULL,NULL,Rural,R
11586,Rural,1,NULL,NULL,Rural,R
11587,Rural,1,NULL,NULL,Rural,R
11588,Rural,1,NULL,NULL,Rural,R
11589,Rural,1,NULL,NULL,Rural,R
11590,Rural,1,NULL,NULL,Rural,R
11591,Rural,1,NULL,NULL,Rural,R
11592,Rural,1,NULL,NULL,Rural,R
11593,Rural,1,NULL,NULL,Rural,R
11594,Rural,1,NULL,NULL,Rural,R
11595,Rural,1,NULL,NULL,Rural,R
11596,Rural,1,NULL,NULL,Rural,R
11597,Rural,1,NULL,NULL,Rural,R
11598,Rural,1,NULL,NULL,Rural,R
11599,Rural,1,NULL,NULL,Rural,R
11600,Rural,1,NULL,NULL,Rural,R
11601,Rural,1,NULL,NULL,Rural,R
11602,Rural,1,NULL,NULL,Rural,R
11603,Rural,1,NULL,NULL,Rural,R
11604,Rural,1,NULL,NULL,Rural,R
11605,Rural,1,NULL,NULL,Rural,R
11606,Rural,1,NULL,NULL,Rural,R
11607,Rural,1,NULL,NULL,Rural,R
11608,Rural,1,NULL,NULL,Rural,R
11609,Rural,1,NULL,NULL,Rural,R
11610,Rural,1,NULL,NULL,Rural,R
11611,Rural,1,NULL,NULL,Rural,R
11612,Rural,1,NULL,NULL,Rural,R
11613,Suburban,2,NULL,NULL,Town,S
11614,Suburban,2,NULL,NULL,Town,S
11615,Suburban,2,NULL,NULL,Town,S
11616,Suburban,2,NULL,NULL,Town,S
11617,Suburban,2,NULL,NULL,Town,S
11618,Suburban,2,NULL,NULL,Town,S
11619,Suburban,2,NULL,NULL,Town,S
11620,Suburban,2,NULL,NULL,Town,S
11621,Suburban,2,NULL,NULL,Town,S
11622,Suburban,2,NULL,NULL,Town,S
11623,Suburban,2,NULL,NULL,Town,S
11624,Suburban,2,NULL,NULL,Town,S
11625,Suburban,2,NULL,NULL,Town,S
11626,Suburban,2,NULL,NULL,Town,S
11627,Suburban,2,NULL,NULL,Town,S
11628,Suburban,2,NULL,NULL,Town,S
11629,Suburban,2,NULL,NULL,Town,S
11630,Suburban,2,NULL,NULL,Town,S
11631,Suburban,2,NULL,NULL,Town,S
11632,Suburban,2,NULL,NULL,Town,S
11633,Suburban,2,NULL,NULL,Town,S
11634,Suburban,2,NULL,NULL,Town,S
11635,Suburban,2,3,Scripps Ranch,Town,S
11636,Suburban,2,3,Scripps Ranch,Town,S
11637,Suburban,2,3,Scripps Ranch,Town,S
11638,Suburban,2,3,Scripps Ranch,Town,S
11639,Suburban,2,3,Scripps Ranch,Town,S
11640,Suburban,2,3,Scripps Ranch,Town,S
11641,Suburban,2,3,Scripps Ranch,Town,S
11642,Suburban,2,3,Scripps Ranch,Town,S
11643,Suburban,2,NULL,NULL,Town,S
11644,Suburban,2,NULL,NULL,Town,S
11645,Suburban,2,3,Scripps Ranch,Town,S
11646,Suburban,2,3,Scripps Ranch,Town,S
11647,Suburban,2,3,Scripps Ranch,Town,S
11648,Suburban,2,3,Scripps Ranch,Town,S
11649,Suburban,2,3,Scripps Ranch,Town,S
11650,Suburban,2,3,Scripps Ranch,Town,S
11651,Suburban,2,3,Scripps Ranch,Town,S
11652,Suburban,2,3,Scripps Ranch,Town,S
11653,Suburban,2,3,Scripps Ranch,Town,S
11654,Suburban,2,3,Scripps Ranch,Town,S
11655,Suburban,2,3,Scripps Ranch,Town,S
11656,Suburban,2,NULL,NULL,Town,S
11657,Suburban,2,3,Scripps Ranch,Town,S
11658,Suburban,2,3,Scripps Ranch,Town,S
11659,Suburban,2,3,Scripps Ranch,Town,S
11660,Suburban,2,NULL,NULL,Town,S
11661,Suburban,2,NULL,NULL,Town,S
11662,Suburban,2,3,Scripps Ranch,Town,S
11663,Suburban,2,3,Scripps Ranch,Town,S
11664,Suburban,2,3,Scripps Ranch,Town,S
11665,Suburban,2,3,Scripps Ranch,Town,S
11666,Rural,1,NULL,NULL,Rural,R
11667,Suburban,2,NULL,NULL,Town,S
11668,Suburban,2,NULL,NULL,Town,S
11669,Suburban,2,NULL,NULL,Town,S
11670,Suburban,2,NULL,NULL,Town,S
11671,Suburban,2,NULL,NULL,Town,S
11672,Suburban,2,NULL,NULL,Town,S
11673,Suburban,2,NULL,NULL,Town,S
11674,Rural,1,NULL,NULL,Rural,R
11675,Rural,1,NULL,NULL,Rural,R
11676,Suburban,2,NULL,NULL,Town,S
11677,Rural,1,NULL,NULL,Rural,R
11678,Suburban,2,NULL,NULL,Town,S
11679,Suburban,2,NULL,NULL,Town,S
11680,Suburban,2,NULL,NULL,Town,S
11681,Suburban,2,NULL,NULL,Town,S
11682,Rural,1,NULL,NULL,Rural,R
11683,Suburban,2,NULL,NULL,Town,S
11684,Suburban,2,NULL,NULL,Town,S
11685,Suburban,2,NULL,NULL,Town,S
11686,Suburban,2,NULL,NULL,Town,S
11687,Suburban,2,NULL,NULL,Town,S
11688,Suburban,2,NULL,NULL,Town,S
11689,Suburban,2,NULL,NULL,Town,S
11690,Suburban,2,NULL,NULL,Town,S
11691,Suburban,2,NULL,NULL,Town,S
11692,Suburban,2,NULL,NULL,Town,S
11693,Suburban,2,NULL,NULL,Town,S
11694,Suburban,2,NULL,NULL,Town,S
11695,Suburban,2,NULL,NULL,Town,S
11696,Suburban,2,NULL,NULL,Town,S
11697,Suburban,2,NULL,NULL,Town,S
11698,Suburban,2,NULL,NULL,Town,S
11699,Suburban,2,NULL,NULL,Town,S
11700,Suburban,2,NULL,NULL,Town,S
11701,Suburban,2,NULL,NULL,Town,S
11702,Rural,1,NULL,NULL,Rural,R
11703,Suburban,2,NULL,NULL,Town,S
11704,Suburban,2,NULL,NULL,Town,S
11705,Suburban,2,NULL,NULL,Town,S
11706,Suburban,2,NULL,NULL,Town,S
11707,Suburban,2,NULL,NULL,Town,S
11708,Suburban,2,NULL,NULL,Town,S
11709,Suburban,2,NULL,NULL,Town,S
11710,Suburban,2,NULL,NULL,Town,S
11711,Suburban,2,NULL,NULL,Town,S
11712,Suburban,2,NULL,NULL,Town,S
11713,Suburban,2,NULL,NULL,Town,S
11714,Suburban,2,NULL,NULL,Town,S
11715,Suburban,2,NULL,NULL,Town,S
11716,Suburban,2,NULL,NULL,Town,S
11717,Suburban,2,NULL,NULL,Town,S
11718,Suburban,2,NULL,NULL,Town,S
11719,Suburban,2,NULL,NULL,Town,S
11720,Suburban,2,NULL,NULL,Town,S
11721,Suburban,2,NULL,NULL,Town,S
11722,Suburban,2,NULL,NULL,Town,S
11723,Suburban,2,NULL,NULL,Town,S
11724,Suburban,2,NULL,NULL,Town,S
11725,Suburban,2,NULL,NULL,Town,S
11726,Suburban,2,NULL,NULL,Town,S
11727,Suburban,2,NULL,NULL,Town,S
11728,Suburban,2,NULL,NULL,Town,S
11729,Suburban,2,NULL,NULL,Town,S
11730,Suburban,2,NULL,NULL,Town,S
11731,Suburban,2,NULL,NULL,Town,S
11732,Suburban,2,NULL,NULL,Town,S
11733,Rural,1,NULL,NULL,Rural,R
11734,Suburban,2,NULL,NULL,Town,S
11735,Suburban,2,NULL,NULL,Town,S
11736,Suburban,2,NULL,NULL,Town,S
11737,Suburban,2,NULL,NULL,Town,S
11738,Suburban,2,NULL,NULL,Town,S
11739,Suburban,2,NULL,NULL,Town,S
11740,Suburban,2,NULL,NULL,Town,S
11741,Suburban,2,NULL,NULL,Town,S
11742,Suburban,2,NULL,NULL,Town,S
11743,Suburban,2,NULL,NULL,Town,S
11744,Suburban,2,NULL,NULL,Town,S
11745,Suburban,2,NULL,NULL,Town,S
11746,Suburban,2,NULL,NULL,Town,S
11747,Suburban,2,NULL,NULL,Town,S
11748,Suburban,2,NULL,NULL,Town,S
11749,Suburban,2,NULL,NULL,Town,S
11750,Suburban,2,NULL,NULL,Town,S
11751,Suburban,2,NULL,NULL,Town,S
11752,Rural,1,NULL,NULL,Rural,R
11753,Suburban,2,NULL,NULL,Town,S
11754,Suburban,2,NULL,NULL,Town,S
11755,Suburban,2,NULL,NULL,Town,S
11756,Suburban,2,NULL,NULL,Town,S
11757,Suburban,2,NULL,NULL,Town,S
11758,Rural,1,NULL,NULL,Rural,R
11759,Suburban,2,NULL,NULL,Town,S
11760,Suburban,2,NULL,NULL,Town,S
11761,Suburban,2,NULL,NULL,Town,S
11762,Suburban,2,NULL,NULL,Town,S
11763,Suburban,2,NULL,NULL,Town,S
11764,Suburban,2,NULL,NULL,Town,S
11765,Suburban,2,NULL,NULL,Town,S
11766,Suburban,2,NULL,NULL,Town,S
11767,Suburban,2,NULL,NULL,Town,S
11768,Suburban,2,NULL,NULL,Town,S
11769,Suburban,2,NULL,NULL,Town,S
11770,Suburban,2,NULL,NULL,Town,S
11771,Suburban,2,NULL,NULL,Town,S
11772,Suburban,2,NULL,NULL,Town,S
11773,Suburban,2,NULL,NULL,Town,S
11774,Rural,1,NULL,NULL,Rural,R
11775,Rural,1,NULL,NULL,Rural,R
11776,Rural,1,NULL,NULL,Rural,R
11777,Rural,1,NULL,NULL,Rural,R
11778,Rural,1,NULL,NULL,Rural,R
